Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event
16.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+52.040,Event ger,2022.0,ger
,ND,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,22 Laps,Event ger,2022.0,ger
,ND,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,19 Laps,Event ger,2022.0,ger
,ND,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,6 Laps,Event ger,2022.0,ger
,ND,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,6 Laps,Event ger,2022.0,ger
,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,5 Laps,Event ger,2022.0,ger
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,3 Laps,Event ger,2022.0,ger
,ND,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,3 Laps,Event ger,2022.0,ger
,,,,,,2022.0,ned
1.0,25,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,40:25.205,Event ned,2022.0,ned
2.0,20,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+0.444,Event ned,2022.0,ned
3.0,16,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+1.209,Event ned,2022.0,ned
4.0,13,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+2.585,Event ned,2022.0,ned
5.0,11,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+2.721,Event ned,2022.0,ned
6.0,10,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,+3.045,Event ned,2022.0,ned
7.0,9,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+4.340,Event ned,2022.0,ned
8.0,8,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+8.185,Event ned,2022.0,ned
9.0,7,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+8.325,Event ned,2022.0,ned
10.0,6,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+8.596,Event ned,2022.0,ned
11.0,5,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,+9.783,Event ned,2022.0,ned
12.0,4,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+10.617,Event ned,2022.0,ned
13.0,3,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,+14.405,Event ned,2022.0,ned
14.0,2,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+17.681,Event ned,2022.0,ned
15.0,1,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+25.866,Event ned,2022.0,ned
16.0,ND,4A. Dovizioso4A. DoviziosoWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+29.711,Event ned,2022.0,ned
17.0,ND,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+30.296,Event ned,2022.0,ned
18.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+32.225,Event ned,2022.0,ned
19.0,ND,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+34.947,Event ned,2022.0,ned
20.0,ND,32L. Savadori32L. SavadoriAprilia Racing,Aprilia Racing,+35.798,Event ned,2022.0,ned
,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,18 Laps,Event ned,2022.0,ned
,ND,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,11 Laps,Event ned,2022.0,ned
,ND,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,8 Laps,Event ned,2022.0,ned
,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,8 Laps,Event ned,2022.0,ned
,,,,,,2022.0,ara
1.0,25,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,41:35.462,Event ara,2022.0,ara
2.0,20,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,+0.042,Event ara,2022.0,ara
3.0,16,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+6.139,Event ara,2022.0,ara
4.0,13,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+6.379,Event ara,2022.0,ara
5.0,11,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,+6.964,Event ara,2022.0,ara
6.0,10,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+12.030,Event ara,2022.0,ara
7.0,9,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+12.474,Event ara,2022.0,ara
8.0,8,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,+12.655,Event ara,2022.0,ara
9.0,7,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+12.702,Event ara,2022.0,ara
10.0,6,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+16.150,Event ara,2022.0,ara
11.0,5,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+17.071,Event ara,2022.0,ara
12.0,4,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+18.463,Event ara,2022.0,ara
13.0,3,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+18.730,Event ara,2022.0,ara
14.0,2,35C. Crutchlow35C. CrutchlowWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+20.090,Event ara,2022.0,ara
15.0,1,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,+27.588,Event ara,2022.0,ara
16.0,ND,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+28.805,Event ara,2022.0,ara
17.0,ND,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+30.422,Event ara,2022.0,ara
18.0,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+31.330,Event ara,2022.0,ara
19.0,ND,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+31.595,Event ara,2022.0,ara
20.0,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+36.160,Event ara,2022.0,ara
,ND,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,1 Laps,Event ara,2022.0,ara
,ND,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,,Event ara,2022.0,ara
,ND,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,,Event ara,2022.0,ara
,,,,,,2022.0,gbr
1.0,25,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,40:10.260,Event gbr,2022.0,gbr
2.0,20,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+0.426,Event gbr,2022.0,gbr
3.0,16,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,+0.614,Event gbr,2022.0,gbr
4.0,13,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,+1.651,Event gbr,2022.0,gbr
5.0,11,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+1.750,Event gbr,2022.0,gbr
6.0,10,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+2.727,Event gbr,2022.0,gbr
7.0,9,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+3.021,Event gbr,2022.0,gbr
8.0,8,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+3.819,Event gbr,2022.0,gbr
9.0,7,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+3.958,Event gbr,2022.0,gbr
10.0,6,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+6.646,Event gbr,2022.0,gbr
11.0,5,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.730,Event gbr,2022.0,gbr
12.0,4,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+13.439,Event gbr,2022.0,gbr
13.0,3,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+13.706,Event gbr,2022.0,gbr
14.0,2,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,+13.906,Event gbr,2022.0,gbr
15.0,1,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+16.359,Event gbr,2022.0,gbr
16.0,ND,4A. Dovizioso4A. DoviziosoWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+20.805,Event gbr,2022.0,gbr
17.0,ND,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+21.099,Event gbr,2022.0,gbr
18.0,ND,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+24.579,Event gbr,2022.0,gbr
19.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+28.773,Event gbr,2022.0,gbr
20.0,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+33.653,Event gbr,2022.0,gbr
21.0,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+35.601,Event gbr,2022.0,gbr
22.0,ND,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+36.460,Event gbr,2022.0,gbr
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,14 Laps,Event gbr,2022.0,gbr
,ND,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,8 Laps,Event gbr,2022.0,gbr
,,,,,,2022.0,fra
1.0,25,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,41:34.613,Event fra,2022.0,fra
2.0,20,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,+2.718,Event fra,2022.0,fra
3.0,16,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+4.182,Event fra,2022.0,fra
4.0,13,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+4.288,Event fra,2022.0,fra
5.0,11,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,+11.139,Event fra,2022.0,fra
6.0,10,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+15.155,Event fra,2022.0,fra
7.0,9,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+16.680,Event fra,2022.0,fra
8.0,8,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+18.459,Event fra,2022.0,fra
9.0,7,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+20.541,Event fra,2022.0,fra
10.0,6,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+21.486,Event fra,2022.0,fra
11.0,5,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,+22.707,Event fra,2022.0,fra
12.0,4,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+23.408,Event fra,2022.0,fra
13.0,3,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+26.432,Event fra,2022.0,fra
14.0,2,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+28.710,Event fra,2022.0,fra
15.0,1,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+29.433,Event fra,2022.0,fra
16.0,ND,4A. Dovizioso4A. DoviziosoWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+38.149,Event fra,2022.0,fra
17.0,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+59.748,Event fra,2022.0,fra
,ND,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,24 Laps,Event fra,2022.0,fra
,ND,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,20 Laps,Event fra,2022.0,fra
,ND,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,16 Laps,Event fra,2022.0,fra
,ND,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,13 Laps,Event fra,2022.0,fra
,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,6 Laps,Event fra,2022.0,fra
,ND,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,5 Laps,Event fra,2022.0,fra
,ND,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,3 Laps,Event fra,2022.0,fra
,,,,,,2022.0,esp
1.0,25,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,41:22.250,Event esp,2022.0,esp
2.0,20,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+0.396,Event esp,2022.0,esp
3.0,16,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+1.059,Event esp,2022.0,esp
4.0,13,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+1.911,Event esp,2022.0,esp
5.0,11,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.122,Event esp,2022.0,esp
6.0,10,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+7.735,Event esp,2022.0,esp
7.0,9,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+8.524,Event esp,2022.0,esp
8.0,8,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,+12.038,Event esp,2022.0,esp
9.0,7,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,+14.441,Event esp,2022.0,esp
10.0,6,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+14.676,Event esp,2022.0,esp
11.0,5,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+17.655,Event esp,2022.0,esp
12.0,4,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+24.870,Event esp,2022.0,esp
13.0,3,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+26.546,Event esp,2022.0,esp
14.0,2,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+26.610,Event esp,2022.0,esp
15.0,1,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+31.819,Event esp,2022.0,esp
16.0,ND,35C. Crutchlow35C. CrutchlowWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+88.870,Event esp,2022.0,esp
17.0,ND,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+0.000,Event esp,2022.0,esp
,ND,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,22 Laps,Event esp,2022.0,esp
,ND,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,15 Laps,Event esp,2022.0,esp
,ND,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,15 Laps,Event esp,2022.0,esp
,ND,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,9 Laps,Event esp,2022.0,esp
,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,4 Laps,Event esp,2022.0,esp
,ND,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,4 Laps,Event esp,2022.0,esp
,ND,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,3 Laps,Event esp,2022.0,esp
,,,,,,2022.0,qat
1.0,25,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,42:13.198,Event qat,2022.0,qat
2.0,20,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+0.346,Event qat,2022.0,qat
3.0,16,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,+1.351,Event qat,2022.0,qat
4.0,13,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+2.242,Event qat,2022.0,qat
5.0,11,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+4.099,Event qat,2022.0,qat
6.0,10,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+4.843,Event qat,2022.0,qat
7.0,9,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+8.810,Event qat,2022.0,qat
8.0,8,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,+10.536,Event qat,2022.0,qat
9.0,7,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+10.543,Event qat,2022.0,qat
10.0,6,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+14.967,Event qat,2022.0,qat
11.0,5,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+16.712,Event qat,2022.0,qat
12.0,4,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+23.216,Event qat,2022.0,qat
13.0,3,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+27.283,Event qat,2022.0,qat
14.0,2,4A. Dovizioso4A. DoviziosoWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+27.374,Event qat,2022.0,qat
15.0,1,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+41.107,Event qat,2022.0,qat
16.0,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+41.119,Event qat,2022.0,qat
17.0,ND,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+41.349,Event qat,2022.0,qat
18.0,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+42.357,Event qat,2022.0,qat
,ND,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,11 Laps,Event qat,2022.0,qat
,ND,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,11 Laps,Event qat,2022.0,qat
,ND,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,10 Laps,Event qat,2022.0,qat
,ND,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,9 Laps,Event qat,2022.0,qat
,ND,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,6 Laps,Event qat,2022.0,qat
,ND,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,6 Laps,Event qat,2022.0,qat
,,,,,,2022.0,usa
1.0,25,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,41:22.250,Event usa,2022.0,usa
2.0,20,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+0.396,Event usa,2022.0,usa
3.0,16,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+1.059,Event usa,2022.0,usa
4.0,13,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+1.911,Event usa,2022.0,usa
5.0,11,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.122,Event usa,2022.0,usa
6.0,10,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+7.735,Event usa,2022.0,usa
7.0,9,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+8.524,Event usa,2022.0,usa
8.0,8,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,+12.038,Event usa,2022.0,usa
9.0,7,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,+14.441,Event usa,2022.0,usa
10.0,6,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+14.676,Event usa,2022.0,usa
11.0,5,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+17.655,Event usa,2022.0,usa
12.0,4,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+24.870,Event usa,2022.0,usa
13.0,3,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+26.546,Event usa,2022.0,usa
14.0,2,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+26.610,Event usa,2022.0,usa
15.0,1,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+31.819,Event usa,2022.0,usa
16.0,ND,35C. Crutchlow35C. CrutchlowWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+88.870,Event usa,2022.0,usa
17.0,ND,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+0.000,Event usa,2022.0,usa
,ND,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,22 Laps,Event usa,2022.0,usa
,ND,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,15 Laps,Event usa,2022.0,usa
,ND,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,15 Laps,Event usa,2022.0,usa
,ND,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,9 Laps,Event usa,2022.0,usa
,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,4 Laps,Event usa,2022.0,usa
,ND,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,4 Laps,Event usa,2022.0,usa
,ND,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,3 Laps,Event usa,2022.0,usa
,,,,,,2022.0,arg
1.0,25,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,41:36.198,Event arg,2022.0,arg
2.0,20,89J. Martin89J. MartinPrima Pramac Racing,Prima Pramac Racing,+0.807,Event arg,2022.0,arg
3.0,16,42A. Rins42A. RinsTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+1.330,Event arg,2022.0,arg
4.0,13,36J. Mir36J. MirTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+1.831,Event arg,2022.0,arg
5.0,11,63F. Bagnaia63F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,+5.840,Event arg,2022.0,arg
6.0,10,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+6.192,Event arg,2022.0,arg
7.0,9,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+6.540,Event arg,2022.0,arg
8.0,8,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+10.215,Event arg,2022.0,arg
9.0,7,72M. Bezzecchi72M. BezzecchiMooney VR46 Racing Team,Mooney VR46 Racing Team,+12.622,Event arg,2022.0,arg
10.0,6,23E. Bastianini23E. BastianiniGresini Racing MotoGP,Gresini Racing MotoGP,+12.987,Event arg,2022.0,arg
11.0,5,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+13.962,Event arg,2022.0,arg
12.0,4,30T. Nakagami30T. NakagamiLCR Honda IDEMITSU,LCR Honda IDEMITSU,+14.002,Event arg,2022.0,arg
13.0,3,88M. Oliveira88M. OliveiraRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+14.456,Event arg,2022.0,arg
14.0,2,43J. Miller43J. MillerDucati Lenovo Team,Ducati Lenovo Team,+14.898,Event arg,2022.0,arg
15.0,1,73A. Marquez73A. MarquezLCR Honda CASTROL,LCR Honda CASTROL,+23.472,Event arg,2022.0,arg
16.0,ND,25R. Fernandez25R. FernandezTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+25.862,Event arg,2022.0,arg
17.0,ND,87R. Gardner87R. GardnerTech3 KTM Factory Racing,Tech3 KTM Factory Racing,+28.711,Event arg,2022.0,arg
18.0,ND,40D. Binder40D. BinderWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+28.784,Event arg,2022.0,arg
19.0,ND,6S. Bradl6S. BradlRepsol Honda Team,Repsol Honda Team,+31.943,Event arg,2022.0,arg
20.0,ND,4A. Dovizioso4A. DoviziosoWithU Yamaha RNF MotoGP Team,WithU Yamaha RNF MotoGP Team,+0.000,Event arg,2022.0,arg
,ND,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,22 Laps,Event arg,2022.0,arg
,ND,44P. Espargaro44P. EspargaroRepsol Honda Team,Repsol Honda Team,14 Laps,Event arg,2022.0,arg
,ND,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,7 Laps,Event arg,2022.0,arg
,ND,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,5 Laps,Event arg,2022.0,arg
,,,,,,2023.0,hun
1.0,25,1F. Bagnaia1F. BagnaiaDucati Lenovo Team,Ducati Lenovo Team,40:58.535,Event hun,2023.0,hun
2.0,20,5J. Zarco5J. ZarcoPrima Pramac Racing,Prima Pramac Racing,+0.360,Event hun,2023.0,hun
3.0,16,33B. Binder33B. BinderRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+2.347,Event hun,2023.0,hun
4.0,13,49F. Giannantonio49F. GiannantonioGresini Racing MotoGP,Gresini Racing MotoGP,+3.176,Event hun,2023.0,hun
5.0,11,25R. Fernandez25R. FernandezCryptoDATA RNF MotoGP Team,CryptoDATA RNF MotoGP Team,+4.636,Event hun,2023.0,hun
6.0,10,73A. Marquez73A. MarquezGresini Racing MotoGP,Gresini Racing MotoGP,+4.708,Event hun,2023.0,hun
7.0,9,21F. Morbidelli21F. MorbidelliMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+4.736,Event hun,2023.0,hun
8.0,8,41A. Espargaro41A. EspargaroAprilia Racing,Aprilia Racing,+8.014,Event hun,2023.0,hun
9.0,7,10L. Marini10L. MariniMooney VR46 Racing Team,Mooney VR46 Racing Team,+9.486,Event hun,2023.0,hun
10.0,6,12M. Viñales12M. ViñalesAprilia Racing,Aprilia Racing,+10.556,Event hun,2023.0,hun
11.0,5,20F. Quartararo20F. QuartararoMonster Energy Yamaha MotoGP,Monster Energy Yamaha MotoGP,+12.001,Event hun,2023.0,hun
